Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
020930;PC_Financeira        ;059;PKQ8407;Padronizada;Rota                     ;               ;13/10/2025;13/10/2025;14:57;FECH AUTO   ;            ;            ;            ;            ;00022;          ;     ;          ;     ;00017;0000000;00000   ;             ;Promax         ;13/10/2025;Padronizada;00                                                            ;        186,31;           
020931;Gerado               ;206;RPQ3A36;Padronizada;Rota                     ;               ;13/10/2025;11/10/2025;14:51;carvalho    ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00016;0000000;00000   ;             ;Promax         ;13/10/2025;Padronizada;00                                                            ;        290,99;           
020931;Emitido              ;206;RPQ3A36;Padronizada;Rota                     ;               ;13/10/2025;11/10/2025;14:59;            ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00016;0000000;00000   ;             ;Promax         ;13/10/2025;Padronizada;00                                                            ;        290,99;           
020931;Carga Montada        ;206;RPQ3A36;Padronizada;Rota                     ;               ;13/10/2025;11/10/2025;19:22;WMS         ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00016;0000000;00000   ;             ;Promax         ;13/10/2025;Padronizada;00                                                            ;        290,99;           
020931;Carga Conferida      ;206;RPQ3A36;Padronizada;Rota                     ;               ;13/10/2025;11/10/2025;19:32;WMS         ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00016;0000000;00000   ;             ;Promax         ;13/10/2025;Padronizada;00                                                            ;        290,99;           
020931;Carregado            ;206;RPQ3A36;Padronizada;Rota                     ;               ;13/10/2025;11/10/2025;19:32;WMS         ;1           ;0           ;0           ;0           ;00016;11/10/2025;19:32;11/10/2025;19:32;00016;0198453;00000   ;             ;Promax         ;13/10/2025;Padronizada;00                                                            ;        290,99;           
020931;Saida Cdd/Fab        ;206;RPQ3A36;Padronizada;Rota                     ;               ;13/10/2025;13/10/2025;08:08;portaria.pa ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00016;0000000;00000   ;Rota         ;Promax         ;13/10/2025;Padronizada;00                                                            ;        290,99;           
020931;Entrada Cdd/Fab      ;206;RPQ3A36;Padronizada;Rota                     ;               ;13/10/2025;13/10/2025;14:24;icaro.pa    ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00016;0000000;00000   ;Rota         ;Promax         ;13/10/2025;Padronizada;00                                                            ;        290,99;        376
020931;PC_Fisica            ;206;RPQ3A36;Padronizada;Rota                     ;               ;13/10/2025;13/10/2025;14:33;WMS         ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00016;0198480;00000   ;             ;WMS            ;13/10/2025;Padronizada;00                                                            ;        290,99;           
020931;PC_Financeira        ;206;RPQ3A36;Padronizada;Rota                     ;               ;13/10/2025;13/10/2025;14:33;FECH AUTO   ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00016;0000000;00000   ;             ;Promax         ;13/10/2025;Padronizada;00                                                            ;        290,99;           
020933;Gerado               ;000;       ;           ;                         ;               ;13/10/2025;12/10/2025;18:47;AUTOMATICO  ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
020934;Gerado               ;036;MSC0001;Especial   ;Rota                     ;               ;13/10/2025;13/10/2025;14:39;diegob      ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;99                                                            ;          0,00;           
020934;Carga Montada        ;036;MSC0001;Especial   ;Rota                     ;               ;13/10/2025;13/10/2025;16:09;carvalho    ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;99                                                            ;          0,00;           
020934;Nao gera carregamento;000;       ;           ;Rota                     ;               ;13/10/2025;13/10/2025;16:10;carvalho    ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;99                                                            ;          0,00;           
020934;PC_Fisica            ;000;       ;           ;Rota                     ;               ;13/10/2025;13/10/2025;16:11;carvalho    ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;99                                                            ;          0,00;           
020934;PC_Financeira        ;000;       ;           ;Rota                     ;               ;13/10/2025;13/10/2025;16:22;dias        ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;00                                                            ;          0,00;           
020935;Gerado               ;036;MSC0001;Especial   ;Rota                     ;               ;13/10/2025;13/10/2025;14:39;diegob      ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;99                                                            ;          0,00;           
020935;Carga Montada        ;036;MSC0001;Especial   ;Rota                     ;               ;13/10/2025;13/10/2025;16:12;carvalho    ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;99                                                            ;          0,00;           
020935;Nao gera carregamento;000;       ;           ;Rota                     ;               ;13/10/2025;13/10/2025;16:13;carvalho    ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;99                                                            ;          0,00;           
020935;PC_Fisica            ;000;       ;           ;Rota                     ;               ;13/10/2025;13/10/2025;16:14;carvalho    ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;99                                                            ;          0,00;           
020935;PC_Financeira        ;000;       ;           ;Rota                     ;               ;13/10/2025;13/10/2025;16:22;dias        ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;13/10/2025;Especial   ;00                                                            ;          0,00;           
020936;Gerado               ;194;RPM7J59;Padronizada;Puxada                   ;               ;13/10/2025;13/10/2025;14:48;carvalho    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;          0,00;           
020936;Carga Montada        ;194;RPM7J59;Padronizada;Puxada                   ;               ;13/10/2025;13/10/2025;15:02;carvalho    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;          0,00;           
020936;Carregado            ;194;RPM7J59;Padronizada;Rota                     ;               ;13/10/2025;13/10/2025;15:02;carvalho    ;            ;            ;            ;            ;00001;13/10/2025;15:02;13/10/2025;15:02;00000;0402337;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;          0,00;           
020936;Saida Cdd/Fab        ;194;RPM7J59;Padronizada;Rota                     ;               ;13/10/2025;13/10/2025;16:43;icaro.pa    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;Rota         ;Promax         ;15/10/2025;Padronizada;00                                                            ;          0,00;           
020936;Entrada Cdd/Fab      ;194;RPM7J59;Padronizada;Rota                     ;               ;13/10/2025;15/10/2025;13:39;icaro.pa    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;Rota         ;Promax         ;15/10/2025;Padronizada;00                                                            ;          0,00;       2696
020936;PC_Fisica            ;194;RPM7J59;Padronizada;Rota                     ;               ;13/10/2025;15/10/2025;15:50;carvalho    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0403210;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;          0,00;           
020936;PC_Financeira        ;194;RPM7J59;Padronizada;Rota                     ;               ;13/10/2025;15/10/2025;16:48;geraldo     ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;          0,00;           
020937;Gerado               ;036;MSC0001;Especial   ;Rota                     ;               ;13/10/2025;13/10/2025;16:00;diegob      ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;14/10/2025;Especial   ;99                                                            ;          0,00;           
020937;Carga Montada        ;036;MSC0001;Especial   ;Rota                     ;               ;13/10/2025;14/10/2025;06:56;josesouza   ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;14/10/2025;Especial   ;99                                                            ;          0,00;           
020937;Nao gera carregamento;000;       ;           ;Rota                     ;               ;13/10/2025;14/10/2025;06:56;josesouza   ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;14/10/2025;Especial   ;99                                                            ;          0,00;           
020937;PC_Fisica            ;000;       ;           ;Rota                     ;               ;13/10/2025;14/10/2025;06:57;josesouza   ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;14/10/2025;Especial   ;99                                                            ;          0,00;           
020937;PC_Financeira        ;000;       ;           ;Rota                     ;               ;13/10/2025;14/10/2025;14:00;dias        ;            ;            ;            ;            ;00043;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;14/10/2025;Especial   ;00                                                            ;          0,00;           
020938;Gerado               ;185;RPH0H69;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:29;carvalho    ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00534;0000000;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;        331,45;           
020938;Emitido              ;185;RPH0H69;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:38;carvalho    ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00534;0000000;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;        331,45;           
020938;Carga Montada        ;185;RPH0H69;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;21:28;WMS         ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00534;0000000;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;        331,45;           
020938;Carga Conferida      ;185;RPH0H69;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;00:26;WMS         ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00534;0000000;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;        331,45;           
020938;Carregado            ;185;RPH0H69;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;00:26;WMS         ;1           ;0           ;0           ;0           ;00002;14/10/2025;00:26;14/10/2025;00:26;00534;0255535;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;        331,45;           
020938;Saida Cdd/Fab        ;185;RPH0H69;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;08:03;portaria.pa ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00534;0000000;00000   ;Rota         ;Promax         ;15/10/2025;Padronizada;00                                                            ;        331,45;           
020938;Entrada Cdd/Fab      ;185;RPH0H69;Padronizada;Rota                     ;               ;14/10/2025;15/10/2025;13:39;icaro.pa    ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00534;0000000;00000   ;Rota         ;Promax         ;15/10/2025;Padronizada;00                                                            ;        331,45;       1776
020938;PC_Fisica            ;185;RPH0H69;Padronizada;Rota                     ;               ;14/10/2025;15/10/2025;14:16;WMS         ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00534;0256099;00000   ;             ;WMS            ;15/10/2025;Padronizada;00                                                            ;        331,45;           
020938;PC_Financeira        ;185;RPH0H69;Padronizada;Rota                     ;               ;14/10/2025;15/10/2025;14:16;FECH AUTO   ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00534;0000000;00000   ;             ;Promax         ;15/10/2025;Padronizada;00                                                            ;        331,45;           
020939;Gerado               ;193;RPE5J36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:30;carvalho    ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00277;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        114,53;           
020939;Emitido              ;193;RPE5J36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:38;carvalho    ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00277;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        114,53;           
020939;Carga Montada        ;193;RPE5J36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;20:47;WMS         ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00277;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        114,53;           
020939;Carga Conferida      ;193;RPE5J36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;21:31;WMS         ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00277;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        114,53;           
020939;Carregado            ;193;RPE5J36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;21:31;WMS         ;1           ;0           ;0           ;0           ;00996;13/10/2025;21:31;13/10/2025;21:31;00277;0183958;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        114,53;           
020939;Saida Cdd/Fab        ;193;RPE5J36;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;08:04;portaria.pa ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00277;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;        114,53;           
020939;Entrada Cdd/Fab      ;193;RPE5J36;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;15:43;samara      ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00277;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;        114,53;        459
020939;PC_Fisica            ;193;RPE5J36;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;15:54;WMS         ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00277;0184241;00000   ;             ;WMS            ;14/10/2025;Padronizada;00                                                            ;        114,53;           
020939;PC_Financeira        ;193;RPE5J36;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;15:54;FECH AUTO   ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00277;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        114,53;           
020940;Gerado               ;206;RPQ3A36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:30;carvalho    ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00374;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        261,30;           
020940;Emitido              ;206;RPQ3A36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:38;carvalho    ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00374;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        261,30;           
020940;Carga Montada        ;206;RPQ3A36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;20:32;WMS         ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00374;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        261,30;           
020940;Carga Conferida      ;206;RPQ3A36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;20:57;WMS         ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00374;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        261,30;           
020940;Carregado            ;206;RPQ3A36;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;20:57;WMS         ;1           ;0           ;0           ;0           ;00023;13/10/2025;20:57;13/10/2025;20:57;00374;0198480;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        261,30;           
020940;Saida Cdd/Fab        ;206;RPQ3A36;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;08:01;portaria.pa ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00374;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;        261,30;           
020940;Entrada Cdd/Fab      ;206;RPQ3A36;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;19:17;eletisandra ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00374;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;        261,30;        676
020940;PC_Fisica            ;206;RPQ3A36;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;19:20;WMS         ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00374;0198897;00000   ;             ;WMS            ;14/10/2025;Padronizada;00                                                            ;        261,30;           
020940;PC_Financeira        ;206;RPQ3A36;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;19:20;FECH AUTO   ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00374;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        261,30;           
020941;Gerado               ;182;RPE3J69;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:30;carvalho    ;            ;            ;            ;            ;00011;          ;     ;          ;     ;00311;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        156,02;           
020941;Emitido              ;182;RPE3J69;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:38;carvalho    ;            ;            ;            ;            ;00011;          ;     ;          ;     ;00311;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        156,02;           
020941;Carga Montada        ;182;RPE3J69;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;20:24;WMS         ;            ;            ;            ;            ;00011;          ;     ;          ;     ;00311;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        156,02;           
020941;Carga Conferida      ;182;RPE3J69;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;20:56;WMS         ;            ;            ;            ;            ;00011;          ;     ;          ;     ;00311;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        156,02;           
020941;Carregado            ;182;RPE3J69;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;20:56;WMS         ;1           ;0           ;0           ;0           ;00019;13/10/2025;20:56;13/10/2025;20:56;00311;0241489;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        156,02;           
020941;Saida Cdd/Fab        ;182;RPE3J69;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;08:03;portaria.pa ;            ;            ;            ;            ;00019;          ;     ;          ;     ;00311;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;        156,02;           
020941;Entrada Cdd/Fab      ;182;RPE3J69;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;16:37;samara      ;            ;            ;            ;            ;00019;          ;     ;          ;     ;00311;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;        156,02;        514
020941;PC_Fisica            ;182;RPE3J69;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;16:44;WMS         ;            ;            ;            ;            ;00019;          ;     ;          ;     ;00311;0241807;00000   ;             ;WMS            ;14/10/2025;Padronizada;00                                                            ;        156,02;           
020941;PC_Financeira        ;182;RPE3J69;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;16:44;FECH AUTO   ;            ;            ;            ;            ;00019;          ;     ;          ;     ;00311;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        156,02;           
020942;Gerado               ;131;RCP2H16;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:30;carvalho    ;            ;            ;            ;            ;00009;          ;     ;          ;     ;00222;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        123,28;           
020942;Emitido              ;131;RCP2H16;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:38;carvalho    ;            ;            ;            ;            ;00009;          ;     ;          ;     ;00222;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        123,28;           
020942;Carga Montada        ;131;RCP2H16;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;21:00;WMS         ;            ;            ;            ;            ;00009;          ;     ;          ;     ;00222;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        123,28;           
020942;Carga Conferida      ;131;RCP2H16;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;21:30;WMS         ;            ;            ;            ;            ;00009;          ;     ;          ;     ;00222;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        123,28;           
020942;Carregado            ;131;RCP2H16;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;21:30;WMS         ;1           ;0           ;0           ;0           ;00099;13/10/2025;21:30;13/10/2025;21:30;00222;0230462;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        123,28;           
020942;Saida Cdd/Fab        ;131;RCP2H16;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;08:13;portaria.pa ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00222;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;        123,28;           
020942;Entrada Cdd/Fab      ;131;RCP2H16;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;17:21;samara      ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00222;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;        123,28;        548
020942;PC_Fisica            ;131;RCP2H16;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;17:25;WMS         ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00222;0230682;00000   ;             ;WMS            ;14/10/2025;Padronizada;00                                                            ;        123,28;           
020942;PC_Financeira        ;131;RCP2H16;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;17:25;FECH AUTO   ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00222;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        123,28;           
020943;Gerado               ;204;PKP3742;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:30;carvalho    ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00153;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         88,01;           
020943;Emitido              ;204;PKP3742;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:38;carvalho    ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00153;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         88,01;           
020943;Carga Montada        ;204;PKP3742;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;21:42;WMS         ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00153;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         88,01;           
020943;Carga Conferida      ;204;PKP3742;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;21:48;WMS         ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00153;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         88,01;           
020943;Carregado            ;204;PKP3742;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;21:48;WMS         ;1           ;0           ;0           ;0           ;00004;13/10/2025;21:48;13/10/2025;21:48;00153;0482036;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         88,01;           
020943;Saida Cdd/Fab        ;204;PKP3742;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;08:07;portaria.pa ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00153;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;         88,01;           
020943;Entrada Cdd/Fab      ;204;PKP3742;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;16:37;samara      ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00153;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;         88,01;        510
020943;PC_Fisica            ;204;PKP3742;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;16:43;WMS         ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00153;0482192;00000   ;             ;WMS            ;14/10/2025;Padronizada;00                                                            ;         88,01;           
020943;PC_Financeira        ;204;PKP3742;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;16:43;FECH AUTO   ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00153;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         88,01;           
020944;Gerado               ;132;RCP5E66;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:30;carvalho    ;            ;            ;            ;            ;00019;          ;     ;          ;     ;00034;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         54,79;           
020944;Emitido              ;132;RCP5E66;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:38;carvalho    ;            ;            ;            ;            ;00019;          ;     ;          ;     ;00034;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         54,79;           
020944;Carga Montada        ;132;RCP5E66;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;22:49;WMS         ;            ;            ;            ;            ;00019;          ;     ;          ;     ;00034;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         54,79;           
020944;Carga Conferida      ;132;RCP5E66;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;23:00;WMS         ;            ;            ;            ;            ;00019;          ;     ;          ;     ;00034;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         54,79;           
020944;Carregado            ;132;RCP5E66;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;23:00;WMS         ;1           ;0           ;0           ;0           ;00016;14/10/2025;23:00;14/10/2025;23:00;00034;0224095;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         54,79;           
020944;Saida Cdd/Fab        ;132;RCP5E66;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;08:14;portaria.pa ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00034;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;         54,79;           
020944;Entrada Cdd/Fab      ;132;RCP5E66;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;16:24;samara      ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00034;0000000;00000   ;Rota         ;Promax         ;14/10/2025;Padronizada;00                                                            ;         54,79;        490
020944;PC_Fisica            ;132;RCP5E66;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;16:29;WMS         ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00034;0224131;00000   ;             ;WMS            ;14/10/2025;Padronizada;00                                                            ;         54,79;           
020944;PC_Financeira        ;132;RCP5E66;Padronizada;Rota                     ;               ;14/10/2025;14/10/2025;16:29;FECH AUTO   ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00034;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;         54,79;           
020945;Gerado               ;058;PKQ3736;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:30;carvalho    ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00034;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        221,38;           
020945;Emitido              ;058;PKQ3736;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;19:38;carvalho    ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00034;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        221,38;           
020945;Carga Montada        ;058;PKQ3736;Padronizada;Rota                     ;               ;14/10/2025;13/10/2025;22:00;WMS         ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00034;0000000;00000   ;             ;Promax         ;14/10/2025;Padronizada;00                                                            ;        221,38;           
