Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
020727;Gerado               ;222;SJQ2D73;Padronizada;Recarga Rota             ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00188;          ;     ;          ;     ;00400;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        134,92;           
020727;Emitido              ;222;SJQ2D73;Padronizada;Recarga Rota             ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00188;          ;     ;          ;     ;00400;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        134,92;           
020727;Carga Montada        ;222;SJQ2D73;Padronizada;Recarga Rota             ;               ;01/10/2025;30/09/2025;21:40;WMS         ;            ;            ;            ;            ;00188;          ;     ;          ;     ;00400;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        134,92;           
020727;Carga Conferida      ;222;SJQ2D73;Padronizada;Recarga Rota             ;               ;01/10/2025;30/09/2025;21:55;WMS         ;            ;            ;            ;            ;00188;          ;     ;          ;     ;00400;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        134,92;           
020727;Carregado            ;222;SJQ2D73;Padronizada;Recarga Rota             ;               ;01/10/2025;30/09/2025;21:55;WMS         ;1           ;0           ;0           ;0           ;00188;30/09/2025;21:55;30/09/2025;21:55;00400;0161326;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        134,92;           
020727;Saida Cdd/Fab        ;222;SJQ2D73;Padronizada;Recarga Rota             ;               ;01/10/2025;01/10/2025;08:04;portaria.pa ;            ;            ;            ;            ;00188;          ;     ;          ;     ;00400;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        134,92;           
020727;Entrada Cdd/Fab      ;222;SJQ2D73;Padronizada;Recarga Rota             ;               ;01/10/2025;01/10/2025;14:48;icaro.pa    ;            ;            ;            ;            ;00188;          ;     ;          ;     ;00400;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        134,92;        404
020727;PC_Fisica            ;222;SJQ2D73;Padronizada;Recarga Rota             ;               ;01/10/2025;01/10/2025;14:59;WMS         ;            ;            ;            ;            ;00188;          ;     ;          ;     ;00400;0161729;00000   ;             ;WMS            ;01/10/2025;Padronizada;00                                                            ;        134,92;           
020727;PC_Financeira        ;222;SJQ2D73;Padronizada;Recarga Rota             ;               ;01/10/2025;01/10/2025;14:59;FECH AUTO   ;            ;            ;            ;            ;00188;          ;     ;          ;     ;00400;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        134,92;           
020728;Gerado               ;134;RCQ4G68;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00397;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        264,35;           
020728;Emitido              ;134;RCQ4G68;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00397;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        264,35;           
020728;Carga Montada        ;134;RCQ4G68;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;22:27;WMS         ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00397;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        264,35;           
020728;Carga Conferida      ;134;RCQ4G68;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;22:54;WMS         ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00397;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        264,35;           
020728;Carregado            ;134;RCQ4G68;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;22:54;WMS         ;1           ;0           ;0           ;0           ;00002;30/09/2025;22:54;30/09/2025;22:54;00397;0385443;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        264,35;           
020728;Saida Cdd/Fab        ;134;RCQ4G68;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:04;portaria.pa ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00397;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        264,35;           
020728;Entrada Cdd/Fab      ;134;RCQ4G68;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;13:50;icaro.pa    ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00397;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        264,35;        346
020728;PC_Fisica            ;134;RCQ4G68;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;14:23;josesouza   ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00397;0385841;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        264,35;           
020728;PC_Financeira        ;134;RCQ4G68;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;14:23;FECH AUTO   ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00397;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        264,35;           
020729;Gerado               ;133;RCP0A43;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00282;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        210,78;           
020729;Emitido              ;133;RCP0A43;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00282;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        210,78;           
020729;Carga Montada        ;133;RCP0A43;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;21:13;WMS         ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00282;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        210,78;           
020729;Carga Conferida      ;133;RCP0A43;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;21:44;WMS         ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00282;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        210,78;           
020729;Carregado            ;133;RCP0A43;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;21:44;WMS         ;1           ;0           ;0           ;0           ;00996;30/09/2025;21:44;30/09/2025;21:44;00282;0309380;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        210,78;           
020729;Saida Cdd/Fab        ;133;RCP0A43;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:13;portaria.pa ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00282;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        210,78;           
020729;Entrada Cdd/Fab      ;133;RCP0A43;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;16:47;icaro.pa    ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00282;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        210,78;        514
020729;PC_Fisica            ;133;RCP0A43;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;16:55;WMS         ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00282;0309654;00000   ;             ;WMS            ;01/10/2025;Padronizada;00                                                            ;        210,78;           
020729;PC_Financeira        ;133;RCP0A43;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;17:32;dias        ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00282;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        210,78;           
020730;Gerado               ;185;RPH0H69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00465;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        281,49;           
020730;Emitido              ;185;RPH0H69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00465;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        281,49;           
020730;Carga Montada        ;185;RPH0H69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;20:41;WMS         ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00465;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        281,49;           
020730;Carga Conferida      ;185;RPH0H69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;21:07;WMS         ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00465;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        281,49;           
020730;Carregado            ;185;RPH0H69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;21:07;WMS         ;1           ;0           ;0           ;0           ;00023;30/09/2025;21:07;30/09/2025;21:07;00465;0253745;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        281,49;           
020730;Saida Cdd/Fab        ;185;RPH0H69;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:03;portaria.pa ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00465;0000000;00000   ;Rota         ;Promax         ;02/10/2025;Padronizada;00                                                            ;        281,49;           
020730;Entrada Cdd/Fab      ;185;RPH0H69;Padronizada;Rota                     ;               ;01/10/2025;02/10/2025;14:23;icaro.pa    ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00465;0000000;00000   ;Rota         ;Promax         ;02/10/2025;Padronizada;00                                                            ;        281,49;       1820
020730;PC_Fisica            ;185;RPH0H69;Padronizada;Rota                     ;               ;01/10/2025;02/10/2025;14:35;WMS         ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00465;0254178;00000   ;             ;WMS            ;02/10/2025;Padronizada;00                                                            ;        281,49;           
020730;PC_Financeira        ;185;RPH0H69;Padronizada;Rota                     ;               ;01/10/2025;02/10/2025;14:35;FECH AUTO   ;            ;            ;            ;            ;00023;          ;     ;          ;     ;00465;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        281,49;           
020731;Gerado               ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00175;          ;     ;          ;     ;00313;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        139,90;           
020731;Emitido              ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00175;          ;     ;          ;     ;00313;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        139,90;           
020731;Carga Montada        ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;21:55;WMS         ;            ;            ;            ;            ;00175;          ;     ;          ;     ;00313;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        139,90;           
020731;Carga Conferida      ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;22:54;WMS         ;            ;            ;            ;            ;00175;          ;     ;          ;     ;00313;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        139,90;           
020731;Carregado            ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;22:54;WMS         ;1           ;0           ;0           ;0           ;00175;30/09/2025;22:54;30/09/2025;22:54;00313;0385443;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        139,90;           
020731;Saida Cdd/Fab        ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:12;portaria.pa ;            ;            ;            ;            ;00175;          ;     ;          ;     ;00313;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        139,90;           
020731;Entrada Cdd/Fab      ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;19:23;flávio      ;            ;            ;            ;            ;00175;          ;     ;          ;     ;00313;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        139,90;        671
020731;PC_Fisica            ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;19:54;WMS         ;            ;            ;            ;            ;00175;          ;     ;          ;     ;00313;0385757;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        139,90;           
020731;PC_Financeira        ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;19:54;FECH AUTO   ;            ;            ;            ;            ;00175;          ;     ;          ;     ;00313;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        139,90;           
020732;Gerado               ;182;RPE3J69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        172,40;           
020732;Emitido              ;182;RPE3J69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        172,40;           
020732;Carga Montada        ;182;RPE3J69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;20:59;WMS         ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        172,40;           
020732;Carga Conferida      ;182;RPE3J69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;21:06;WMS         ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        172,40;           
020732;Carregado            ;182;RPE3J69;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;21:06;WMS         ;1           ;0           ;0           ;0           ;00099;30/09/2025;21:06;30/09/2025;21:06;00323;0239191;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        172,40;           
020732;Saida Cdd/Fab        ;182;RPE3J69;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:12;portaria.pa ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00323;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        172,40;           
020732;Entrada Cdd/Fab      ;182;RPE3J69;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;17:25;icaro.pa    ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00323;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        172,40;        553
020732;PC_Fisica            ;182;RPE3J69;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;17:33;WMS         ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00323;0239417;00000   ;             ;WMS            ;01/10/2025;Padronizada;00                                                            ;        172,40;           
020732;PC_Financeira        ;182;RPE3J69;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;17:33;FECH AUTO   ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        172,40;           
020733;Gerado               ;206;RPQ3A36;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00010;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        223,21;           
020733;Emitido              ;206;RPQ3A36;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00010;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        223,21;           
020733;Carga Montada        ;206;RPQ3A36;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;01:20;WMS         ;            ;            ;            ;            ;00010;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        223,21;           
020733;Carga Conferida      ;206;RPQ3A36;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;02:08;WMS         ;            ;            ;            ;            ;00010;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        223,21;           
020733;Carregado            ;206;RPQ3A36;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;02:08;WMS         ;1           ;0           ;0           ;0           ;00016;01/10/2025;02:08;01/10/2025;02:08;00323;0195493;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        223,21;           
020733;Saida Cdd/Fab        ;206;RPQ3A36;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:15;portaria.pa ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00323;0000000;00000   ;Rota         ;Promax         ;02/10/2025;Padronizada;00                                                            ;        223,21;           
020733;Entrada Cdd/Fab      ;206;RPQ3A36;Padronizada;Rota                     ;               ;01/10/2025;02/10/2025;15:06;icaro.pa    ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00323;0000000;00000   ;Rota         ;Promax         ;02/10/2025;Padronizada;00                                                            ;        223,21;       1851
020733;PC_Fisica            ;206;RPQ3A36;Padronizada;Rota                     ;               ;01/10/2025;02/10/2025;15:25;WMS         ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00323;0195847;00000   ;             ;WMS            ;02/10/2025;Padronizada;00                                                            ;        223,21;           
020733;PC_Financeira        ;206;RPQ3A36;Padronizada;Rota                     ;               ;01/10/2025;02/10/2025;15:25;FECH AUTO   ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00323;0000000;00000   ;             ;Promax         ;02/10/2025;Padronizada;00                                                            ;        223,21;           
020734;Gerado               ;132;RCP5E66;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00219;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        127,93;           
020734;Emitido              ;132;RCP5E66;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00219;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        127,93;           
020734;Carga Montada        ;132;RCP5E66;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;02:02;WMS         ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00219;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        127,93;           
020734;Carga Conferida      ;132;RCP5E66;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;02:50;WMS         ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00219;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        127,93;           
020734;Carregado            ;132;RCP5E66;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;02:50;WMS         ;1           ;0           ;0           ;0           ;00010;01/10/2025;02:50;01/10/2025;02:50;00219;0221567;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        127,93;           
020734;Saida Cdd/Fab        ;132;RCP5E66;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:09;portaria.pa ;            ;            ;            ;            ;00010;          ;     ;          ;     ;00219;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        127,93;           
020734;Entrada Cdd/Fab      ;132;RCP5E66;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;15:33;icaro.pa    ;            ;            ;            ;            ;00010;          ;     ;          ;     ;00219;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        127,93;        444
020734;PC_Fisica            ;132;RCP5E66;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;15:36;WMS         ;            ;            ;            ;            ;00010;          ;     ;          ;     ;00219;0221784;00000   ;             ;WMS            ;01/10/2025;Padronizada;00                                                            ;        127,93;           
020734;PC_Financeira        ;132;RCP5E66;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;15:36;FECH AUTO   ;            ;            ;            ;            ;00010;          ;     ;          ;     ;00219;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        127,93;           
020735;Gerado               ;204;PKP3742;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00009;          ;     ;          ;     ;00106;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        226,90;           
020735;Emitido              ;204;PKP3742;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00009;          ;     ;          ;     ;00106;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        226,90;           
020735;Carga Montada        ;204;PKP3742;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;00:33;WMS         ;            ;            ;            ;            ;00009;          ;     ;          ;     ;00106;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        226,90;           
020735;Carga Conferida      ;204;PKP3742;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;00:56;WMS         ;            ;            ;            ;            ;00009;          ;     ;          ;     ;00106;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        226,90;           
020735;Carregado            ;204;PKP3742;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;00:56;WMS         ;1           ;0           ;0           ;0           ;00004;01/10/2025;00:56;01/10/2025;00:56;00106;0481227;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        226,90;           
020735;Saida Cdd/Fab        ;204;PKP3742;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:03;portaria.pa ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00106;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        226,90;           
020735;Entrada Cdd/Fab      ;204;PKP3742;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;18:34;icaro.pa    ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00106;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        226,90;        631
020735;PC_Fisica            ;204;PKP3742;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;19:51;WMS         ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00106;0481315;00000   ;             ;WMS            ;01/10/2025;Padronizada;00                                                            ;        226,90;           
020735;PC_Financeira        ;204;PKP3742;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;19:51;FECH AUTO   ;            ;            ;            ;            ;00004;          ;     ;          ;     ;00106;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        226,90;           
020736;Gerado               ;058;PKQ3736;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00036;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        234,14;           
020736;Emitido              ;058;PKQ3736;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00036;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        234,14;           
020736;Carga Montada        ;058;PKQ3736;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;00:49;WMS         ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00036;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        234,14;           
020736;Carga Conferida      ;058;PKQ3736;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;01:09;WMS         ;            ;            ;            ;            ;00016;          ;     ;          ;     ;00036;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        234,14;           
020736;Carregado            ;058;PKQ3736;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;01:09;WMS         ;1           ;0           ;0           ;0           ;00029;01/10/2025;01:09;01/10/2025;01:09;00036;0322439;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        234,14;           
020736;Saida Cdd/Fab        ;058;PKQ3736;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:14;portaria.pa ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00036;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        234,14;           
020736;Entrada Cdd/Fab      ;058;PKQ3736;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;18:43;icaro.pa    ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00036;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        234,14;        629
020736;PC_Fisica            ;058;PKQ3736;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;19:47;carvalho    ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00036;0322480;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        234,14;           
020736;PC_Financeira        ;058;PKQ3736;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;19:47;FECH AUTO   ;            ;            ;            ;            ;00029;          ;     ;          ;     ;00036;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        234,14;           
020737;Gerado               ;059;PKQ8407;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:10;josesouza   ;            ;            ;            ;            ;00011;          ;     ;          ;     ;00021;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        128,36;           
020737;Emitido              ;059;PKQ8407;Padronizada;Rota                     ;               ;01/10/2025;30/09/2025;19:22;josesouza   ;            ;            ;            ;            ;00011;          ;     ;          ;     ;00021;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        128,36;           
020737;Carga Montada        ;059;PKQ8407;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;01:48;WMS         ;            ;            ;            ;            ;00011;          ;     ;          ;     ;00021;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        128,36;           
020737;Carga Conferida      ;059;PKQ8407;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;02:23;WMS         ;            ;            ;            ;            ;00011;          ;     ;          ;     ;00021;0000000;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        128,36;           
020737;Carregado            ;059;PKQ8407;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;02:23;WMS         ;1           ;0           ;0           ;0           ;00022;01/10/2025;02:23;01/10/2025;02:23;00021;0290583;00000   ;             ;Promax         ;01/10/2025;Padronizada;00                                                            ;        128,36;           
020737;Saida Cdd/Fab        ;059;PKQ8407;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;08:06;portaria.pa ;            ;            ;            ;            ;00022;          ;     ;          ;     ;00021;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        128,36;           
020737;Entrada Cdd/Fab      ;059;PKQ8407;Padronizada;Rota                     ;               ;01/10/2025;01/10/2025;15:18;icaro.pa    ;            ;            ;            ;            ;00022;          ;     ;          ;     ;00021;0000000;00000   ;Rota         ;Promax         ;01/10/2025;Padronizada;00                                                            ;        128,36;        432
